                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.53129,                0.39158,                0.92022,                 0.8243,                0.62921,                0.71945,                0.56054,                0.86838,                 1.1461,                 1.1886,             0.00013625,             0.00013625,             0.00013625
                     92,                 0.4921,                0.34359,                 0.8988,                0.82039,                0.64755,                 0.7296,                0.56736,                0.85885,                  1.104,                 1.2033,             0.00012387,             0.00012387,             0.00012387
                     93,                0.49654,                0.34843,                0.90204,                0.77874,                0.69032,                0.72964,                0.57479,                0.87114,                 1.1005,                 1.2029,              0.0001115,              0.0001115,              0.0001115
                     94,                0.48629,                0.32602,                0.90234,                0.84992,                0.63522,                0.73417,                0.57788,                0.87657,                 1.0525,                 1.2104,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.47133,                0.31911,                0.89689,                0.85112,                0.63028,                0.73276,                0.57608,                0.87267,                 1.0669,                 1.1964,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.47864,                0.31462,                0.90191,                0.78453,                0.66872,                0.73559,                0.58318,                0.85671,                 1.0646,                 1.1989,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                0.46446,                0.33872,                0.88618,                0.80575,                0.64746,                0.72896,                0.57602,                0.85676,                 1.1126,                 1.1968,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.46121,                0.31253,                0.88482,                0.78823,                0.65267,                0.72983,                0.57834,                0.84946,                 1.0865,                 1.1905,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.46931,                0.31721,                0.89556,                0.79204,                0.64604,                0.72996,                0.57861,                0.84945,                 1.0733,                 1.1923,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.45145,                0.30171,                0.88723,                0.79882,                0.66062,                0.73483,                0.58277,                0.84908,                 1.0805,                 1.1931,             2.4875e-05,             2.4875e-05,             2.4875e-05
